ARESTTYPEID;ARESTTYPE
9006;76 ПО НКВД
9007;Бирским РО НКВД
9008;Кав. ПО ОГПУ
9009;Кав. ПО ПП ОГПУ
9010;Ленинским РО НКВД по ЕАО
9011;57 ПО ОГПУ
9012;ОО 2 ОКА
9013;58 ПО НКВД
9014;Хабаровским ПО ОГПУ
9015;ПО ОГПУ
9016;63 ПО НКВД
9017;ОО ПП ОКДВА
9018;? 200238
9019;Кав. ПО НКВД
9020;ОЧО Дальлага НКВД
9021;56 ПО НКВД
9022;Постышевским РО НКВД
9023;УКР "СМЕРШ" ЗабВО
9024;77 ПО НКВД
9025;Хинганским ПО НКВД
9026;ОО ПП и ОКДВА
9027;ОУ НКВД ЕАО
9028;УКР "СМЕРШ" 2 ДВ фронта
9029;70-м ПО НКВД
9030;ПО НКВД Уссурийского ОТКЗ
9031;Уссурийским ПО НКВД
9032;4-м отд. УГБ НКВД
9033;76-м ПО НКВД
9034;11-м отд. УГБ НКВД
9035;ЭКО УГБ НКВД
9036;Смидовичевским РО НКВД
9037;ОО НКВД 40 СД
9038;Комсомольским РО НКВД
9039;ПП ОГПУ Приамурской обл.
9040;Чумиканским РО НКВД
9041;Николаевским ТО ОГПУ
9042;ДВК. Ульчским РО НКВД
9043;ЭКО УНКВД ДВК
9044;ОО НКВД Хабаровского гарнизона
9045;УКР "СМЕРШ" ЗабВО ст.
9046;Бикинским ПО ОГПУ
9047;Биробиджанским РО ОГПУ
9048;Николаевким-на-Амуре оперсектором ОГПУ
9049;Николаевским-на-Амуре ОКР отделом ОГПУ
9050;Приамурским ГПО
9051;ДВК. Н.-Амурским ОУ НКВД
9052;Советским ГО НКВД
9053;ПП ОГПУ ДВК
9054;Отдельным Охотским ПО ОГПУ по ДВК
9055;ОДТО ОГПУ Уссур. ж. д.
9056;Н.-Амурским ПП ОГПУ
9057;ТО ОГПУ ДВЖД
9058;Корякским ОУ НКВД
9059;ОО НКВД 2-ой Краснознаменной Армии
9060;УНКВД по Ленинградской области
9061;ДТО ПП ОГПУ ДВЖД
9062;Комсомольским РО ПП ОГПУ по ДВК
9063;ОЧО Ургальского строительства МВД
9064;ДТО ПП ОГПУ по ДВК
9065;ЭКО ПП ОГПУ ДВК
9066;Бикинским РО ОГПУ
9067;Аянским РО НКВД
9068;3-м отд. ПП ОГПУ по ДВК
9069;Прокуратурой Сталинского р-на г. Хабаровска
9070;"Керби"нским РО НКВД
9071;Камчатским губотд. ОГПУ по Охотскому уезду
9072;11-м отд. УГБ УНКВД по ДВК
9073;?104.
9074;3-м отд. Дальлага НКВД
9075;УГБ НКВД Хабаровского края
9076;ОО НКВД АКВФ
9077;РО ОГПУ Пригородного р-на ДВК
9078;Хабаровским погранотрядом погранохраны ДВ округа
9079;ОО НКВД 34 СД
9080;ОТО НКГБ ст. Литовко ДВЖД
9081;Приморским обл. отд. ОГПУ
9082;снята с поезда
9083;Комендатурой Аянского погранучастка
9084;УМГБ по ЕАО
9085;Бикинским РО УНКВД по ДВК
9086;Хабаровским РО УНКВД
9087;Хабаровским ОТКЗ ПП ОГПУ
9088;ОО УГБ НКВД 34-й СД
9089;Данных об аресте в деле нет.
9090;Приамурским обл. отделом ГПО
9091;ОО НКВД 186 СД Брянского фронта
9092;ОО УГБ НКВД по ДВК
9093;СПО УНКВД по Хабаровскому краю
9094;Комсомольским ГО НКВД по ДВК
9095;Комсомольским ГО УНКВД по ДВК
9096;УМВД на ДВЖД
9097;ОО НКВД 2-й ОКА под подписку о невыезде
9098;УРКМ УНКВД ЕАО
9099;ОТО НКГБ ДВЖД
9100;ОО НКВД АКФ
9101;ОО НКВД 23-й мехбригады
9102;Нижне-Амурским ОУ НКВД
9103;ОО УГБ УНКВД по ДВК
9104;ОКР УКО "СМЕРШ" 396-й СД
9105;ОО НКВД в/ч 5511
9106;УНКВД Хабаровской обл.
9107;ОО ГУГБ НКВД по ДВК
9108;СО ПП ОГПУ по ДВК
9109;ТО УГБ УНКВД ДВЖД по ДВК
9110;Комсомольским РО УНКВД
9111;УКР "СМЕРШ" 2-го ДВ фронта
9112;Посьетским РО НКВД
9113;ТО НКВД УВВР-8
9114;Охотским РО НКВД по ДВК
9115;"Керби"нским РОМ НКВД
9116;70 ПО НКВД
9117;ОКР "СМЕРШ" 5-й СК армии ПВО
9118;ДТО ОГПУ ДВК Уссур. ж. д.
9119;УМГБ Хабаровского края
9120;Опер. отд. Н.-Амурлага НКВД
9121;ДТО ОГПУ Уссурийской ж. д.
9122;Колчанским РО НКВД
9123;ОО НКВД 34-й СД
9124;в/ч 2049 погранвойск КГБ
9125;чекотделом 201-го строительства НКВД
9126;57 УПО ОГПУ
9127;ОКР "СМЕРШ" 371-й СД
9128;Советским РО НКВД по Приморскому краю
9129;Корякским ОО ОГПУ
9130;ОКРО ПП ОГПУ
9131;ГПО Приамурской обл.
9132;ГУГБ НКВД ДВЖД
9133;ОО ГУГБ НКВД ДВЖД
9134;Михайловским РО НКВД
9135;УКГБ по Хабаровскому краю
9136;ОО КРУМ г. Хабаровска
9137;КРО "СМЕРШ" 15-й Армии
9138;ОО НКВД 35-й Армии
9139;ОО ПП ОГПУ 6 СП ОКДВА
9140;УКР "СМЕРШ"
9141;с/ч ОУ НКВД по ЕАО
9142;ОДТО ОГПУ Уссурийской ж. д.
9143;ПП ОГПУ по Вост.-Сибир. краю
9144;Хабаровского кав. ПО ОГПУ
9145;ОГПУ Приморского кр.
9146;УКР "СМЕРШ" ДВО
9147;УГБ НКВД.
9148;ОКР "СМЕРШ" КАФ
9149;ОО УНКВД по ДВК
9150;ОО ОГПУ по ДВК
9151;Николаевским РО НКВД
9152;ОГПУ по ДВК
9153;Биробиджанским ПО ОГПУ
9154;ОО НКВД и ОКДВА
9155;ТО МГБ ДВЖД
9156;Хингаиским ПО НКВД
9157;ОО НКВД 20-го СК
9158;УНКВД по Хабаровскому кр.
9159;Биробиджанским ОГПУ по ЕАО
9160;ОО ГУГБ Хабаровского гарнизона
9161;Аяно-Майским РО НКВД по ДВК
9162;Хинганским ПО НКВД по ДВК
9163;Владивостокским морским ПО НКВД
9164;ОО НКВД 7 СД
9165;ОО военно-строительной бригады
9166;ОКР "СМЕРШ" ТОФ
9167;Совгаванским РО УНКВД по ДВК
9168;МГБ на ДВЖД
9169;ОКР НКВД "СМЕРШ" 69 ПО
9170;Владивост. морпогранотрядом НКВД
9171;Иманским УПК ОГПУ
9172;ДТО ОГПУ Уссур. ж. д.
9173;ОКР "СМЕРШ" 72 СКК
9174;Нижне-Амурским ОУНКВД
9175;Бикинским РО НКВД по ДВК
9176;УНКВД по ДВК, ОО ДКФ
9177;УКР "СМЕРШ" 2 ДВФ
9178;4 отд. УГБ УНКВД по ДВК
9179;УРКМ УНКВД по ДВК
9180;Ульчским РО НКВД по ДВК
9181;ДТО ОГПУ Уссур. жел. дороги
9182;ОО НКВД г. Комсомольска
9183;ТО УГБ УНКВД ДВЖД
9184;ОС ОГПУ по ДВК
9185;КПВВ НКВД
9186;69 ПО НКВД
9187;Казакевическим ПО НКВД по ДВК
9188;ОО НКВД 1 стройбригады по ДВК
9189;ОО ОППУ 3 дивизии ДВФ
9190;Комсомольским ГО УНКВД по Хабаровскому краю
9191;Нижне-Амурским отделом ОГПУ
9192;Совгаванским ОМК ПП ОГПУ по ДВК
9193;Совгаванским РО НКВД
9194;ДТО УГБ УНКВД ДВЖД
9195;Хабаровским ОУ НКВД по ДВК
9196;Нижне-Амурским ОО НКВД
9197;"Керби"нским РО НКВД по ДВК
9198;Нанайским РО НКВД по ДВК
9199;ОО ГУГБ Нижне-Амурского УРа
9200;ОО НКВД 2 ОКА
9201;СЧ УГБ НКВД ДВК
9202;ОКР "СМЕРШ" 39 СД
9203;ОКР "СМЕРШ" 2 ОКА
9204;ДТО ОГПУ по ДВК под подписку о невыезде
9205;ПО НКВД по ДВК
9206;УГБ НКВД ДВК
9207;ОО НКВД 59-й СД
9208;ОО НКВД ДВФ
9209;УНКГБ ЕАО
9210;ОКР "СМЕРШ" 15-й Армии
9211;комендатурой ст. Иман
9212;ОО НКВД ВС 5511
9213;УНКВД Амурской обл.
9214;Ульчским РО ОГПУ
9215;СПО ПП ОГПУ ДВК
9216;Вяземским ОГПУ
9217;Селемдж. -Буреинским РО ПП ОГПУ
9218;Биробиджанским ОГПУ
9219;Привлекался по Указу от 09.07.1947 г.
9220;Ленинским РО ОУ НКВД
9221;РУ ОГПУ по Больше-Михайловскому р-ну
9222;под подписку о невыезде ДТО ОГПУ по ДВК
9223;ПО ОГПУ ДВК
9224;УНКВД Дальлага
9225;УКР "СМЕРШ" 1 ДВФ
9226;Комсомольским ГО МГБ
9227;Казакевическим ПО НКВД
9228;19 лагерем МВД
9229;ОО НКВД ДКФ
9230;ДТО ГУГБ НКВД по ДВК
9231;3-м отд. УГБ УНКВД по ДВК
9232;СЧ УНКВД по ДВК
9233;МК ПП УПО и войск ПП ОГПУ по ДВК
9234;ОУ НКВДпо ЕАО
9235;ДТО УГБ НКВД ст. Бикин
9236;Завитинским РО НКВ по Амурской обл.
9237;ТО НКГБ ДВЖД
9238;Нижне-Амурским ОКРО ОГПУ
9239;ОО В/С 7719 Нижне-Амурской обл.
9240;ОО УНКВД по Хабаровскому краю
9241;ОО ВС 5510
9242;Нижне-Амурским РО НКВД
9243;ОКР "СМЕРШ" 16 Армии
9244;Хабар. ОТКЗ Кав. ПО ОГПУ
9245;Комсом. ГО НКВД
9246;ОКР "СМЕРШ" 113 СК
9247;ОО ОГПУ ОКДВА
9248;ОКР МГБ 5-й Армии
9249;УРКМ УНКВД по ЕАО
9250;СЧ УНКВД по Хабаровскому краю
9251;ОКРО ОГПУ ДВК
9252;Нижне-Амурской ОУ НКВД
9253;ДТО НКВД ст. Ружино
9254;ОО ПП ОГПУ Кав. пог. отр.
9255;Ургальским ИТЛ МВД
9256;ОДТО НКВД ДВЖД ст. облучья
9257;НКГБ Амурского бассейна
9258;Николаевским ГО ОГПУ
9259;МКПП ОГПУ
9260;ОО НКВД УР 103
9261;Нижне-Амурским ОГПУ
9262;ТО УНКВД ДВЖД
9263;Комсом. ГО УНКВД
9264;Николаев. ОО ОГПУ
9265;Васильевской погранзаставой Бикинского ПУ ОГПУ
9266;Бикин. комендатурой
9267;ОКР МГБ ПА ВМБ ТОФ
9268;Биробиджанским ПО
9269;Кав. ПО В/ОГПУ ДВК
9270;ОКР МГБ 25-й Армии
9271;Бикинским ПУ ОГПУ
9272;Хинган. ПО НКВД по ДВК
9273;Хинган. ПО НКВД
9274;УРКМ Хабаров. края
9275;УГБ НКВД по
9276;ОКР "СМЕРШ" 5 СК
9277;Лазовским РО НКВД по ДВК
9278;ОО НКВД 5 Удар. Армии
9279;УП НКВД по ДВК
9280;УНКВД по Нижне-Амурской обл.
9281;ОО УГБ АКВФ
9282;ОКР "СМЕРШ" АД
9283;Биробиджан. ПО ОГПУ
9284;Вяземским РО НКВД по ДВК
9285;СО УВД Хабаровского края
9286;СПО УГБ НКВД по ДВК
9287;ДТО УГБ УНКВД
9288;УГБ Н.-Амурским ОУ НКВД
9289;СПО УГБ НКВД ДВК
9290;ОО ГУГБ ЕАО
9291;2 отд. УГБ УНКВД ДВК
9292;ПО НКВД
9293;УГБ НКВД АКВФ
9294;РО НКВД р-на П. Осипенко
9295;57 ПО ОГПУ по ДВК
9296;ПО ОГПУ по ДВК
9297;СПО ОГПУ по ДВК
9298;ОО УГБ НКВД в/ч 9281
9299;ОУ НКВД по ЕАО.
9300;Хабаров. Кав. ПО ОГПУ
9301;ОТО УГБ УНКВД ст. Бира
9302;Николаевским ОС ОГПУ
9303;65 МОР. ПО НКВД
9304;Биробиджанским ПО УКПВО УНКВД
9305;Влад. Мор. ПО НКВД
9306;Комсомольским ГО НКВД привлекалась
9307;Хабаровским РО НКВД.
9308;ОТО НКГБ ДВЖД ст. облучья
9309;Николаевским отделом ОГПУ
9310;Пригородной РО ПП ОГПУ по ДВК
9311;Селемдж. -Буреинское РО ПП ОГПУ
9312;НКВД Николаевска-на-Амуре
9313;ОО НКВД 96 СД
9314;ОГПУ Николаевска-на-Амуре
9315;ОО НКВД Комсомольского гарнизона
9316;5 отд. УГБ УНКВД
9317;УКГБ при СМ СССР по Хабаровскому краю
9318;? 3
9319;ОО УГБ УНКВД по ЕАО
9320;НКВД ОКДВА
9321;КРО ПП ОГПУ ДВК
9322;Николаевским КРО ПП ОГПУ
9323;Нарсудом р-на им. П-Осипенко, Хабаровского края
9324;КРО УНКВД по ДВК
9325;ОО ОГПУ ДВК
9326;Ургакльским ОО МВД
9327;УНКВД по ДВК краю
9328;НКВД ДВК
9329;2 отд. УГБ НКВД ДВК
9330;Бикин. ПУ Хабаровским ПО ОГПУ
9331;ЭКУ НКВД по ДВК
9332;ОДТО ОГПУ ДВК
9333;Лейпцигским ОКР МГБ
9334;ДТО НКВД ДВЖД ст. Бикин
9335;Владивостокским ОГПУ по ДВК
