ARESTTYPEID;ARESTTYPE
3357;Арест. Городищ. РУП ОГПУ СВК
3358;Арест. Колышлейский РО УНКВД Саратовской области
3359;Арест. Сочинским ГО УНКВД
3360;Арест. Салтыковским УНКВД по Пензенской области
3361;Арест. Неверкинским РОМ УНКВД по Пензенской области
3362;Арест. Пенз.Опер сектор ПП ОГПУ СВК
3363;Арест. Керенский РО ПП ОГПУ по СВК
3364;Арест. Лунинским РО ОГПУ по Куйб. Краю
3365;Арест. Мокшанским РО УНКВД по Куйбышевской области
3366;Арест. Пензенским ГО ОГПУ СВК
3367;Арест. Чембраским РА ПП ОГПУ СВК
3368;Арест. Вольским ОО ОГПУ НВК
3369;Арест. Б, -Вьясским РО УНКВД по Тамб.обл.
3370;Арест. ОО НКВД 16 Гвард.Ордена Ленина СД
3371;Арест. Пенз.Опер. сектор ОГПУ СВК
3372;Арест. ОО НКВД 3-ей ударной армии
3373;Арест. Ульяновским ГО УНКВД
3374;Арест. Пучежским РО МГБ по Ивановской области
3375;Арест. Б.Демьяновским РО УНКВД по Пенз.обл.
3376;Арест. Сердобским РО НКВД
3377;Арест. Н.Петровским РО УНКВД по Саратовской области
3378;Арест. УНКВД Сарат.обл.
3379;Арест. Ртищевским ОДТО НКВД Ряз.-Ур. Ж/д
3380;Арест. кондольским РО УНКВД Пенз.обл.
3381;Арест. Сердобским РО УКГ УНКВД по Сарат.обл.
3382;Арест. Сердобское РО УНКВД по Сар. Краю
3383;Арест. ДТО ГУГБ УНКВД Саратовской области
3384;Арест. Пенз. ГО УНКВД по Тамб. Обл
3385;Арест. Городищ. РО УНКВД Тамб.обл.
3386;Арест. Кондольским РО УНКВД по Тамбоской области
3387;Арест. Свищевским РО УНКВД Пензенской области
3388;Арест. Голицынское РО УНКВД по Тамбовской обл.
3389;Арест. Пачелмский РО УНКВД Тамбовской области
3390;Арест. ОДТО ОГГБ УНКВД ст.Пенза 1 Куйб.обл.
3391;Арест. Пенз.Опер.Сект.УНКВД Куйб.Края
3392;Арест. Беднодемьяновским РО УНКГБ по Пензенской области
3393;Арест. Земетчинским РО УНКВД по Воронежской обл.
3394;Арест. Голицынский РО УНКВД Тамбовской области
3395;Арест. Н.-Пестровским РО УНКВД по Пензенской обл.
3396;Арест. Белинским РО МГБ по Пензенской области
3397;Арест. ОДТО УНКВД ст. Ртищево Саратовской области
3398;Арест. Управление УМВД Пензенской области
3399;Арест. Керенским РО УНКВД Тамбовской области
3400;Арест. ОО НКВД 5-го гвардейского Стрелкового корпуса
3401;Арест. Колышлейским РО УНКВД Пенз.обл.
3402;Арест. Бессоновским РА ПП ОГПУ СВК
3403;Арест. Отдел контрразведки "Смерш" 217 стрелк.дивизии
3404;Арест. ОДТО УНКВД ст.Пенза
3405;Арест. Тамалинским РО УНКВД по Сар.краю
3406;Арест. Колышлейским РО УМГБ по Пензенской области
3407;Арест. Наровчатский РА ПП ОГПУ СВК
3408;Арест. М.Сердобинский РО УНКВД по Сар.кр.
3409;Арест. М. Сердобинским РО УНКВД по Саратовской области
3410;Арест. Н. Ломовский РО ОГПУ СВК
3411;Арест. Соседским РО УНКГБ по Пенз.обл.
3412;Арест. Н.Ломовский РО ПП ОГПУ СВК
3413;Арест. Лунинским РО УНКГБ по Пензенской области
3414;Арест. ОДТО ГУГБ НКВД Р-У ж/д
3415;Арест. Пенз.Окр.одтел ОГПУ СВК
3416;Арест. ОО НКВД 348-ой СД
3417;Арест. Пачелмским РО ПП ОГПУ по СВК
3418;Арест. Колышлейским РО НКВД по Сарат.обл.
3419;Арест. ОДТО ГУГБ НКВД Ряэ.-Ур. ж/д
3420;Арест. Кондольским РО УНКГБ по Пенз.обл.
3421;Арест. Чембарским РО УНКГБ Пенз.обл.
3422;Арест. Телегинским РО УНКГБ по Пензенской области
3423;Арест. УГБ Пенз ГО УНКВД по Тамбовской области
3424;Арест. Башмаковским РО НКВД Куйб.кр.
3425;Арест. Б.Вясским РО УНКВД по Куйбышевской области
3426;Арест. Мокшанским РО УНКВД
3427;Арест. Пензенский ГО УНКВД по Куйб.краю
3428;Арест. Пензенским Опер Сектором УНКВД по Куйбышевского края
3429;Арест. Н.-Пестровский р-н СВК
3430;Арест. Иссинским РА ПП ОГПУ по СВК
3431;Арест. ОО ГУГБ УНКВД по ПРИВО
3432;Арест. Ртищевским ОТДО ГУГБ НКВД Р-У ж/д
3433;Арест. ОК МГБ в/ч 05770
3434;Арест. Ртищевским ОДТО НКВД по Саратовской области
3435;Арест. Н.Пестровским РО УНКВД по Куйбышеской области
3436;Арест. Башмаковским РО УНКВД по Куйб.краю
3437;Арест. Каменск.РО УНКГБ по Пенз.обл.
3438;Арест. ПензГО УНКВД Куйбышевской области
3439;Арест. Кондольским РО УНКГБ по Пензенской области
3440;Арест. Н.Пестровским РО УНКВД
3441;Арест. Городищенским РО УМГБ по Пензенской области
3442;Арест. КРО УНКВД Пензенской области
3443;Арест. Николо-Пестровск.Район.Управ.милиции СВК
3444;Арест. Н.-Пестровский РА ПП ОГПУ СВК
3445;Арест. Пенз.РО УГБ НКВД по Сарат.обл.
3446;Арест. Даниловским РО УНКВД Сарат.краю
3447;Арест. ОДТО ГУГБ НКВД ст.Пенза 1
3448;Арест. Каменским РА ПП ОГПУ СВО
3449;Арест. Пенз.РО УНКВД Пенз.обл.
3450;Арест. Пензенским Гор. Отделом НКВД
3451;Арест. Беднодемьяновским РО НКВД по Куйб.краю
3452;Арест. Чаадаевской Районной милиции СВК
3453;Арест. Чаадаевской Рай милицией СВК
3454;Арест. УКГБ НКВД по Сарат. обл.
3455;Арест. Кучко-Еланским РА ПП ОГПУ СВО
3456;Арест. М.-Сердобинским РО УНКГБ по Пенз.обл.
3457;Арест. Вадинским РО УМГБ по Пенз.обл.
3458;Арест. Кузнецким Окротделом ПП ОГПУ по СВК
3459;Арест. Камешкирским РО ОГПУ по Куйб.кр.
3460;Арест. Теронвским РО УНКВД Пенз.обл.
3461;Арест. УКГБ при СМ СССР по Пензенской области
3462;Арест. Н- Пестровским РО УНКВД по Куйб. Краю
3463;Арест. Н- Пестровским РО УНКВД по Куйб.краю
3464;Арест. Поимским РО УНКВД Куйбышевскому краю
3465;Арест. Пензен. ОС ПП ОГПУ СВК
3466;Арест. ОДТО УГБ УНКВД ст.Пенза-1
3467;Арест. Чаадаевским РО УНКГБ по Пенз.обл.
3468;Арест. Пенз. СПО ПП ОГПУ СВК
3469;Арест. Свищевским РО УНКВД по Пензен.обл.
3470;Арест. Колышлейским РО ПП ОГПУ по НВК
3471;Арест. Городищенским РО УНКГБ по Пензенской области
3472;Арест. Пензенский Горотдел УНКВД по Тамбовской обл.
3473;Арест. ОДТО ГУГБ Московско-Казанской ж/д
3474;Арест. Чембарским РО УНКВД СВК
3475;Арест. Кондольским РО УНКВД Куйб.Края
3476;Арест. Пачелмским РО НКГБ по Пензенской области
3477;Арест. ОДТО ГУГБ УНКВД Ленинской ж/д
3478;Арест. Городищенским РО УНКВД Тамбовской обл.
3479;Арест. ОДТО УНКВД по Куйб.обл.
3480;Арест. Колышлейским РО УНКВД по Саратовской обл.
3481;Арест. УГБ НКВД по Куйб.обл.
3482;Арест. Кузнецким РА УНКВД по Куйбышескому краю
3483;Арест. ОТДО ГУГБ НКВД Ртищевской РУ д/ж
3484;Арест. Управление НКВД СВК
3485;Арест. пензен.ГО УНКВД по Тамб.обл.
3486;Арест. УНКВД по Пенз. Обл.
3487;Арест. Керенским РО УНКВД Куйбышевскому краю
3488;Арест. Поимским РО УНКГБ по Пензенской области
3489;Арест. Пенз. ГО УНКВД по Куйб.обл.
3490;Арест. Колышлейский РО НКВД по Саратовскому краю
3491;Арест. Шемышейским РО УНКВД Куйбыш.обл.
3492;Арест. Н.Ломовским ГО УНКВД по Тамбовской области
3493;Арест. М.-Сердобинским РО ПП ОГПУ СВК
3494;Арест. Пензен.ГО УНКВД
3495;Арест. Шемышейский РО УНКВД по Тамб.обл.
3496;Арест. УНКГБ Пенз.обл.
3497;Арест. Чаадаевским РО УМГБ по Пензенской области
3498;Арест. Сердобский РО НКВД по Сарат. Кр.
3499;Арест. Пензенский РО ОГПУ СВК
3500;Арест. Пнзен. ГО УНКВД по Тамбовской обл.
3501;Арест. Пачелмский РО УНКВД по Тамбовской области
3502;Арест. УНКВД по Пензенской. Обл.
3503;Арест. ОО УНКВД 354 с.д.
3504;Арест. Кузнецким РО УНКВД по Пенз.обл.
3505;Арест. Кузнецким РО УНКВД по Куйб. Краю
3506;Арест. Головинщенским РО УНКВД
3507;Арест. Шемышейским РО УНКВД по Куйб.Краю
3508;Арест. Пенз.сектром НКВД СВК
3509;Арест. Колышлейским РО УНКВД Сарат.краю
3510;Арест. Земетчин.РО УМГБ по Пенз.обл.
3511;Арест. Башмак.РО ПП ОГПУ СВК
3512;Арест. Свищевским РО НКГБ по Пензенской области
3513;Арест. Пензенским Горотделом УНКВД
3514;Арест. Пензенское ОДТО ОГПУ ст. Пенза I Московско-Казанской ж/д
3515;Арест. Кучкоеланским РО ПП НКВД по СВК
3516;Арест. Н.-Ломовским РО ОГПУ СВК
3517;Арест. Каменским РА УМГБ по Пензенской области
3518;Арест. Сердобским РО УНКВД по Саратовскому краю
3519;Арест. Бековским УНКВД по Сарат.обл.
3520;Арест. Кузнецким ГО МГБ Пенз.обл.
3521;Арест. СПО УГБ УНКВД по Куйбышевскому краю
3522;Арест. ПП ОГПУ СВК по Кондольскому р-ону
3523;Арест. Пензенским ГО УНКВД по Тамб.обл.
3524;Арест. Пензенским ГО МГБ по Пензенской области
3525;Арест. Пенз. УНКВД Куйб. Обл.
3526;Арест. Неверкинским РО УНКГБ по Пенз.обл.
3527;Арест. Чембарским РО УНКГБ по Пензенской области
3528;Арест. УГБ УНКВД по Воронежской области
3529;Арест. Иссинским РО НКВД СВК
3530;Арест. Б.-Демьяновским РО УНКВД по Тамб.обл.
3531;Арест. Пенз.ОДТО ГУГБ НКВД ст. Пенза I Лен. ж.д.
3532;Арест. Телегинским РО УНКВД Тамб.обл.
3533;Арест. Башмаковским РО УНКВД
3534;Арест. Сердобским ГО УНКВД
3535;Арест. Сердоб.РО НКВД
3536;Арест. Даниловским РО УНКГБ по Саратовской области
3537;Арест. Сердобским РО УМГБ по Пенз.обл.
3538;Арест. Кузнецким ГО МВД по Пензенской области
3539;Арест. Сердобское РО НКВД
3540;Арест. Пачелмским РО МГБ по Пензенской области
3541;Арест. Литвиновским РО УНКВД по Тамбовской области
3542;Арест. Ртищевским ОДТО ГУГБ УНКВД Ряз.Ур. Ж.д.
3543;Арест. Иссинсикм РО УНКВД по Тамб.обл.
3544;Арест. Пачелмским РО УНКВД Тамб обл.
3545;Арест. СПО УКБ Пензенский сектор УНКВД по СВК
3546;Арест. Исссинсикм РО УНКВД Куйб.края
3547;Арест. ОО НКВД 18-ой стрелковой дивизии
3548;Арест. Земетчинским РА УНКВД Воронежской области
3549;Арест. Тамалинским РО УНКВД Саратовской обалсти
3550;Арест. Пенз.Опер . Сект ПП ОГПУ СВК
3551;Арест. Иссинским РО УНКВД по Тамб. обл.
3552;Арест. Иссинским РО УНКВД по Куб.краю
3553;Арест. ДТО УНКВД Московско-Казанской ж/д
3554;Арест. Н.-Ломовским РО УНКВД Куйб.обл.
3555;Арест. Свищевским РО УНКВД по Куйб.краю
3556;Арест. Тамалинским РО УНКВД по Саратовск.обл.
3557;Арест. Н.Пестровским РО УМГБ Пенз. обл .
3558;Арест. ОО УНКВД 28-ой армии
3559;Арест. Пенз.ГО, УНКВД по Пензенской области
3560;Арест. КРО УНКВД по Пензенской области
3561;Арест. ОДТО УНКВД ст.Пенза Р-У ж/д
3562;Арест. Мокшанским РО УНКГБ по Пенз.обл.
3563;Арест. Н.Петровским РО УНКВД Куйбышевской области
3564;Арест. Кузнецкий РА ПП ОГПУ СВК
3565;Арест. Сердобским РО УНКВД по Тамбовской области
3566;Арест. Пензенский ГО УНКВД по Тамбовской обл.
3567;Арест. Керенским РО НКВД по Тамб.обл.
3568;Арест. ОО УНКВД Пенз.Гарнизона
3569;Арест. Мокшанским УНКГБ по Пенз.обл.
3570;Арест. Б- Демьяновским РО УНКВД по Тамб. Обл
3571;Арест. Неверкинским РО УНКВД Куйб.краю
3572;Арест. Бессоновским ПП ОГПУ СВК
3573;Арест. пенз. Горрайотделом ОГПУ СВК
3574;Арест. Вольский ОО ПП ОГПУ СВК
3575;Арест. Кузнецким РО УНКГБ по Пенз.обл.
3576;Арест. Лунинским ГО УНКВД по Тамбовской области
3577;Арест. Сердобским РО УНКВД по Сарат. Обл.
3578;Арест. Каменским РО УНКВД по Куйб. Обл.
3579;Арест. Сызринским Опер.Сект.ОГПУ СВК
3580;Арест. УМГВ по Пенз.обл
3581;Арест. Пенз. РА ПП ОГПУ СВК
3582;Арест. Н.-Пестровским РО НКВД по СВК
3583;Арест. Неверкинским РО УНКВД по Пензенской обл.
3584;Арест. Ртищевским ГУГБ НКВД по Сарат.краю
3585;Арест. Поимским УНКВД по Куйб.обл.
3586;Арест. М. Сердобинский Ро УНКВД по Сарат. Обл.
3587;Арест. Пачелмским РО УНКГБ Пенз.обл.
3588;Арест. Управление МВД по Пензенской области
3589;Арест. Ртищевским ДТО УНКВД Р. У. Жд
3590;Арест. Сосновоборский РО УНКВД Пенз.обл.
3591;Арест. ТО ПП ОГПУ СВК
3592;Арест. Р.Камешкирским РО УНКВД по Куйбышевской области
3593;Арест. Пензенк.Опер. Сект. ПП ОГПУ СВК
3594;Арест. Лунинским РО УНКВД по Куйб.кр.
3595;Арест. Пензенским ГО УНКВД Тамб.обл.
3596;Арест. Телегинским РО УНКВД Тамб. Обл
3597;Арест. Бековским РО УНКВД по Сар. Кр
3598;Арест. Голицынским РО УНКВД Пенз.обл.
3599;Арест. Голицинским РО УНКВД по Тамб.обл.
3600;Арест. Свищевским РО УНКВД по Куйб. Обл.
3601;Арест. Телегинским УНКГБ по Пенз.обл.
3602;Арест. Кузнецк.РО УНКВД Куйб.обл.
3603;Арест. Пензенским ГО УНКВД по Тамбовской обасти
3604;Арест. ОДТО УНКВД ст. Пензп 1 Лен. ж/д
3605;Арест. Голищенским РО УНКВД Куйб.обл.
3606;Арест. Кузнецким РА ОГПУ СВО
3607;Арест. ОО НКВД 183 СД
3608;Арест. Бековским РО УНКГБ по Пензенской области
3609;Арест. Чембарским РО УНКВД Куйб. Края
3610;Арест. Б.Демьяновским РО ПП ОГПУ СВК
3611;Арест. Беднодемьян. РО УНКВД Тамб.обл.
3612;Арест. Б.Демьяновским РО по Тамбовской области
3613;Арест. Кузнецким РО УНКВД по Куйбышевской обл.
3614;Арест. Башмаковским РО УНКВД Куйб.краю
3615;Арест. Б.Вьясским РО УМГБ по Пенз.обл.
3616;Арест. Н.Ломовскким РО УНКВД Пенз.обл.
3617;Арест. Чембарс.РО УНКВД Куйб.обл.
3618;Арест. Каменским рО УНКВД по Куйбышевкой области
3619;Арест. ДТО НКВД ст.Рузаевка Пенз.обл.
3620;Арест. Камешкирским УНКГБ по Пенз.обл.
3621;Арест. ДТО УНКВД Пенз.ж/д Пенз.обл.
3622;Арест. Башмаковским РА ОГПУ СВК
3623;Арест. Городищенским УНКВД по СВК
3624;Арест. Сердобским ПП ОГПУ СВК
3625;Арест. Кузнецким РО УНКВД по Тамбовской области
3626;Арест. Даниловским РО УНКВД по Сарат.Краю
3627;Арест. Неверкинским РО УНКВД Куйб. Кр.
3628;Арест. Сердобск.РО УНКВД Сарат.обл.
3629;Арест. Иссинским РО УНКВД Куйбышевскому Краю
3630;Арест. Ртишевским ОТДО ГУГБ УНКВД Ряз. Ур.жд.
3631;Арест. ОО НКВД с-з фронта
3632;Арест. Наровчатск.РО УНКВД Тамб.обл.
3633;Арест. Б, -Демьяновским УНКВД по Куйб.обл.
3634;Арест. ДТО ГУГБ НКВД РУ жд
3635;Арест. п/п 14800 УГБ к/разведки
3636;Арест. Б.Вьясским РО НКВД
3637;Арест. Керенским РО УНКВД
3638;Арест. Пачелмским РО УНКВД по Куйб.краю
3639;Арест. Управление УНКВД Пензенской области
3640;Арест. ДТО ГУГБ УНКВД Ленинской ж/д
3641;Арест. Пензенский Гор. отдел УНКВД
3642;Арест. Колышлейским РО УНКВД по Сарат.Краю
3643;Арест. Сядемское РО УНКВД по Пензенской области
3644;Арест. Пензенский сектор УНКВД по Куйб.обл.
3645;Арест. Лунинским РО ОГПУ по Куйб.обл.
3646;Арест. Телегинским РО УНКВД по Пензенской области
3647;Арест. Тамалинским УНКВД по Саратовской области
3648;Арест. Иссинским РО УНКВД по Сарат.обл.
3649;Арест. ДТО ГУГБ УНКВД Р.У. Ж/д
3650;Арест. Свищевским РО УНКВД по Куйбышевскому краю
3651;Арест. Дор-транспортный отделГУГБ НКВД Ряз-Ур ж.д.
3652;Арест. Тамалинским РО НКВД
3653;Арест. Соседское РО НКВД
3654;Арест. Пенз.Опер.Сект.ПП СВК
3655;Арест. Даниловск. РО УНКВД Сарат.обл.
3656;Арест. Иссинским РО УНКВД по Пенз.обл.
3657;Арест. Сердобским РО УНКВД Сарат.обл
3658;Арест. ОО УНКВД 5-ой армии
3659;Арест. Неверкинским РО УНКВД
3660;Арест. Неверкинским РО УМГБ Пенз.обл.
3661;Арест. Пачелмским РО УНКВД по Саратовской области
3662;Арест. Иссинским РО УНКВД по Куйб.кр.
3663;Арест. Свищевским РО УНКВД по СВК
3664;Арест. ДТО ГУГБ УНКВД Р.У., ж/д ст.Ртищево
3665;Арест. ДТО УНКВД Пенз.жел.дор.
3666;Арест. 3 отд. Пензенского ГО УНКВД Куйбышевской обл.
3667;Арест. Шемышейским РО УНКВД по Куйб.кр.
3668;Арест. Вадинским РО УНКВД по Пенз.обл.
3669;Арест. Сосновоборским РО УНКВД Куйбышевской области
3670;Арест. ОПТО УГБ УНКВД Сар.кр. по Р.У. ж/д Ртищево
3671;Арест. Салтыковским РО УНКВД
3672;Арест. Чембарским РО УНКВД Тамбовской обалсти
3673;Арест. ДТО ГУГБ Р.У. ж/д
3674;Арест. Никольским РО УНКВД по Куйб.обл.
3675;Арест. ОДТО ГУГБ НКВД Р.У. Ж/д
3676;Арест. Лунинским РО НКВД
3677;Арест. Пенз. Опер.сект.УНКВД СВК
3678;Арест. Сызрынский Опер.Сект.ОГПУ СВК
3679;Арест. 11 отделением УГБ УНКВД по Куйбышевской области
3680;Арест. ОДТО ГУГБ УНКВД Ленинской ж/д ст. Пенза
3681;Арест. Пенз ГО УНКВД по Куйбышескому краю
3682;Арест. Пенз. Горотдел УНКВД по Тамб.обл.
3683;Арест. Лунинским РО УНКВД Куйб.края
3684;Арест. Лопатинским РО УНКВД Саратовского края
3685;Арест. Свищевским РО УНКВД Тамбов.обл.
3686;Арест. ОО НКВД Московского ВО
3687;Арест. Пензенским райгоротделом ОГПУ
3688;Арест. Пензенским Р/А ПП ОГПУ по СВК
3689;Арест. Неверкинским РО УНКВД по Тамб.обл.
3690;Арест. Мокшанским РО УНКВД по Сарат.обл.
3691;Арест. Сосновским РО УНКВД Сарат.Края
3692;Арест. Неверкинским РО НКВД
3693;Арест. ОО УНКВД 115 АЗСП
3694;Арест. ОДТО ГУГБ Пенза I Ленинской ж/д
3695;Арест. Сердобским РО НКВД по Сарат. Кр.
3696;Арест. Сердобским РРА ПП ОГПУ СВК
3697;Арест. пензенским Го УНКВД ГБ
3698;Арест. М.Сердобиским РО УНКВД по Сар.кр.
3699;Арест. Дорожно-транспортный отдел ГУГБ НКВД Ряжско-Уральской ж/д
3700;Арест. Бековским РО НКВВД по Саратовской области
3701;Арест. Н.-Пестровским РО УНКГБ по Пенз.обл.
3702;Арест. ДТО ГУГБ Ряз.-Ур. Ж/д
3703;Арест. Сосновоборским РО УНКВД по Пенз.обл.
3704;Постановлением УНКВД Приморского края предъявлено обвинение
3705;Дата ареста не установлена
3706;Постановлению Крайтройки При Пп Опту Скк
3707;Сведений об аресте в деле не имеется
3708;Не арестовывалась.
3709;МВД Литовской ССР
3710;Бигосовским погрнаотрядом БССР
3711;УМГБ Барановичской обл.
3712;ОИТК НКВД БССР г. Минск
3713;УНКГБ Гродненской области
3714;2 Упр.НКГБ СССР
3715;МГБ Литовской ССР
3716;Шарковщинским РО МГБ Полоцкой области
3717;УМГБ Архангельской обл.
3718;ОКР "СМЕРШ" УМВД Московской обл.
3719;следств. часть МГБ ЛитССР
3720;УМВД Молодечненской области
3721;транспортным отд.МГБ Брест-Литовской ж.д.
3722;Ляховицким РО НКГБ Каменец-Подольской области
3723;ОКР "СМЕРШ" 361 зсп
3724;УНКВД Гродненской области
3725;Н/судом 2-го участка Московск.р-на г.Рига
3726;военной прокуратурой Орджоникидзевского гарниз.
3727;ОКР "СМЕРШ" 31 зсд
3728;ТО НКГБ Литовской ж.д.
3729;НКВД Литовской ССР
3730;интерн.
3731;Упр.МГБ Барановичской области
3732;УМГБ Красноярского края
3733;Вороновским РО МГБ Гродненской области
3734;следотделом УМГБ Гродненской области
3735;Ошмянским РО НКГБ Молодечененской
3736;УМГБ Гродненской области
3737;отделом контроразведки МГБ в/ч 93338
3738;2отд.НКГБ Кабардинской АССР
3739;Гродненским РО МГБ Гродненской области
3740;Лидским РОМ МГБ Гродненской области
3741;контразведка МГБ в/ч 02206
3742;Казатинским РО НКГБ
3743;ВТ в/МГБ Литовской ССР
3744;4 отдел.Упр.контрразведки Северной группы войск
3745;Козловщинским РО МГБ Барановичской области
3746;НКВД Барановичской области
3747;УМГБ Станиславской области
3748;Т.О. НКГБ Львовской ж.д.
3749;Бережанским РО НКГБ Тернопольской области
3750;Вороновским РО НКВД Гродненской области
3751;Сиротинским РО МГБ Витебской обл.
3752;ОКР "СМЕРШ" 48 армии
3753;НКГБ Лит.ССР
3754;УМГБ Ленинградской области
3755;арест. в Рязанском спецлагере
3756;Радунским РО МГБ Гродненской области
3757;УМВД Волынской области
3758;Отд.контрразв.64 Гвард.стрелк.дивизии
3759;УНКВД Барановичской области
3760;Отд.контрразв.МГБ Ладожской флотилии КБФ
3761;10 погранотрядом в/НКВД
3762;ОКР "СМЕРШ" 18 Армии
3763;УМГБ Полоцкой области
3764;НКГБ Литовской ССР
3765;УНКВД Волынской обл.
3766;УМГБ по Вильнюсской области
3767;Управлением МГБ Гродненской области
3768;Военной прокуратурой Петрозаводского гарнизона
3769;3 отделом 4 Управл.МГБ СССР
3770;МВД Белорусской ССР
3771;Дисненским РО НКГБ
3772;УНКГБ Тернопольской области
3773;15 погранотрядом войск НКВД
3774;Лит. карт.: НКГБ ЛитССР
3775;Ивьевским РО НКВД Гродненской области
3776;Бориславским ГО МГБ Дрогобычской области
3777;Пост. об аресте ОКР МГБ 28 Армии
3778;Трансп. отд. НКГБ Белостокской ж/д
3779;РГВА: 2 погранотряд в/НКВД Украинского округа
3780;Зарасайским УО НКГБ Лит.ССР
3781;УНКВД Омской области
3782;контрразведкой МГБ в/ч 93332
3783;УМГБ Дрогобычской области
3784;УМГБ по Гродненской области
3785;УМГБ Минской обл.
3786;Пост. об аресте Мирского РО МГБ Барановичской обл.
3787;Гродненским МГБ
3788;Оперотделом ПФЛ № 140
3789;УМГБ Гродненской обл.
3790;Лит. к.:
3791;1 отделением Отдела 2-н УМГБ Гродненск. обл.
3792;УНКВД по Гродненской области
3793;Клинский РО Управл.МГБ Московской обл.
3794;Дело: арест. 11.08.49 в Риге
3795;УНКГБ Барановичской области
3796;ОКР "СМЕРШ" 31. ЗСД
3797;УНКВД Белостицкой области
3798;отд.МГБ Литовской ССР
3799;ОКР "СМЕРШ" (в Вильнюсе)
3800;интернированный
3801;Лабин.РОМ МВД Краснодарский край
3802;ОКР "СМЕРШ" 39 Гвард. стрелк. Запорожск. ордена Суворова и Богдана Хмельницкого дивизии
3803;НКВД СССР
3804;Вороновским РО МГБ Гроднен.обл.
3805;МГБ Белорусской ССР
3806;ОКР "СМЕРШ" 5 Гв. Танк. Армии
3807;Упр.охраны МГБ Орджоникидзевской ж.д.
3808;ОББ УМВД Бобруйской области
3809;транспортным отделом Печорской ж.д.
3810;Тракайским УОНКГБ Литов.ССР
3811;Лидским ГРО МГБ
3812;УНКВД Архангельской области
3813;Славутским РОМ МВД Хмельницк.области
3814;ОТО НКГБ ст. Самбор Льв. ж.д.
3815;УНКВД по Винницкой области
3816;Прокуратурой Омского гарнизона
3817;Наровлянским РО НКГБ г. Наровля
3818;взят в плен советскими частями
3819;Военным дознавателем 5/3 ВСД г.Молотов
3820;РГВА: УМГБ Львовской области
3821;Мостовским РО НКГБ Гродненской области
3822;Контрразв."Смерш" 47 Армии
3823;Слонимским ГО МГБ Барановичской обл.
3824;Вильнюсским УО НКВД Лит.ССР
3825;Управл.контрразвед.НКО Кубан.ВО
3826;Транспортным отд.НКВД Эст.ССР
3827;Вилейским ГОМГБ Молодечненской обл.
3828;Воен.прокуратурой Свердловского гарнизона
3829;Пост. об избр. меры пресеч. ОКР "СМЕРШ" 11 Гв. Днепропетровской истребит. авиадивизии
3830;ОКР "СМЕРШ" спецлагеря № 283
3831;Молодечн.РО МГБ Молодечненской области
3832;ОКР "СМЕРШ" 44 ГКБСД
3833;Тракайским НКГБ
3834;социально вредный элемент
3835;УНКГБ Ровенской области
3836;ТО НКГБ Лит.ССР
3837;Гродненским РО МВД БССР
3838;Тагильским ГО НКВД
3839;УКГБ при СМ БССР
3840;ОКР 4 Возд. Армии СГВ в г. Бреслау
3841;Поставским РО НКВД
3842;УНКГБ Бобруской области
3843;Екабпилским УОП Лат.ССР
3844;НКВД Узбекской ССР
3845;97 погран.отряд НКВД Лит.ССР
3846;Плисским РО НКВД Полоцкой обл.
3847;1 отделением отдела 2Н УМГБ по Брестской обл.
3848;СО ОКР "СМЕРШ" 1-й Ударной Армии, г. Кандава, Латвия
3849;Сокальским РО НКВД
3850;УМГБ Полоцкой обл.
3851;ОКР "Смерш"34 Зап.стр.дивизии
3852;Прокурат.Брюхович.р-на Львовской области
3853;ОКР "СМЕРШ" спецлагеря № 240
3854;Оперуполном. ОУР Кривандинского р-на Моск. обл.
3855;ТО НКГБ Лит.ж.д.
3856;НКГБ ст.Резекне Латв. ж.д.
3857;РО МГБ Гроднен.р-на Гроднен.обл.
3858;УМГБ Баранович.обл.
3859;УМВД по Львовской области
3860;Лидский ГРО МГБ
3861;в карточке не указано
3862;ОКР "СМЕРШ" Управления ПФЛ-283
3863;УНКГБ Ульяновской области
3864;Волковысским ПРО МГБ Гродненской области
3865;Отд.контрразв.24 Гвард.стрелк.дивиз.
3866;Чернолецким РО НКВД Станиславской обл.
3867;ОКР "СМЕРШ" 94 гвар. стрелк. .дивизии, Пост. об избр. меры пресеч. от 23.06.1946, г. Висмар
3868;Шепетов.ГОМГБ Каменец-Подольской области
3869;7 ГОМ МВД г.Львов
3870;Надворнянским РО НКГБ Станислав.обл.
3871;в/ч 2141 МВД Белорусского округа
3872;Отд.охр.МГБ Северо-Черномор.б-на
3873;УНКГБ Львовской области
3874;УМГБ по Шауляйской области
3875;1 отд. 5 отдела 97 НКВД Литовской ССР
3876;ОГО НКГБ Кишинев.ж.д.
3877;УКР "СМЕРШ" 3 БФ, Пост. о задерж. от 17.06.1945
3878;НКВД Дрогобычской области
3879;РГВА:
3880;3 отделение 5 отдела в/ч 2141
3881;НКГБ Псковской области
3882;Ошмянским РО МВД Молодечненской обл.
3883;Рудковским РОН НГБ
3884;ОБ УМВД Гродн.обл.
3885;НКВД Литовского округа
3886;ОКР "СМЕРШ" 33 Армии
3887;1 Отделом СПО НКВД Таджикской ССР
3888;инт.
3889;плен.
3890;По приговор.н/с.Комарновского р.Дрогобыч.обл.
3891;пл.
3892;Шепетов.МГБ Каменец-Подольск.обл.
3893;Упр.МГБ Новосибирской области
3894;Подкаменским РО МГБ Львовской области
